Id;Material_id;Dosaje;Ref;Material;Unidad
158;313;6;ma;Tornillos Para Techo Autoperforantes Chapa A Madera 14 X 2 pulg;u
158;316;1;ma;tyvek 1 x 30m;ml
158;274;1;ma;STEEL PGU 150-0.9;ml
158;270;1;ma;STEEL PGC 150-0.9;ml
158;209;5,5;mo;oficial;h
158;27;5;mo;ayudante;h
159;0;0;_;_;_
159;57;0,16;ma;cemento Portland x 50kg;bolsas
159;46;0,12;ma;cal hidratada en bolsa;bolsas
159;181;0,6;ma;"madera 1"" pino nacional";m2
168;385;1,1;ma;chapa acanalada H°G° N°24  x 1.10 m( x metro cuadrado);m2
168;389;2,3;ma;"clavadera madera pino 2"" x 2""";ml
158;211;1;ma;panel OSB 15 mm;m2
159;204;0,75;ma;metal desplegado 0.75mx2.00m.;u
159;25;0,03;ma;arena gruesa;m3
159;180;2,5;ma;"listones pino 1x2""";ml
355;13;1;ma;aislación térmica (lana de vidrio 50 mm);m2
159;16;0,15;ma;alambre negro Nº16;kg
159;15;0,1;ma;alambre galvaniz. fino;kg
159;71;0,15;ma;"clavos 2""";kg
159;209;1,8;mo;oficial;h
159;27;1,8;mo;ayudante;h
160;0;0;_;_;_
160;57;0,16;ma;cemento Portland x 50kg;bolsas
160;46;0,08;ma;cal hidratada en bolsa;bolsas
160;181;0,6;ma;"madera 1"" pino nacional";m2
160;204;0,75;ma;metal desplegado 0.75mx2.00m.;u
160;25;0,02;ma;arena gruesa;m3
160;180;2,5;ma;"listones pino 1x2""";ml
160;16;0,15;ma;alambre negro Nº16;kg
160;15;0,1;ma;alambre galvaniz. fino;kg
160;71;0,15;ma;"clavos 2""";kg
160;355;6;ma;yeso blanco;kg
160;209;2;mo;oficial;h
160;27;2;mo;ayudante;h
161;0;0;_;_;_
161;306;1,5;ma;"tirante pino 2x3""";m
161;180;1,5;ma;"listones pino 1x2""";ml
161;185;1,1;ma;"madera machimbrada pino 3/4""";m2
161;149;2;ma;hierro torsionado;kg
161;16;0,15;ma;alambre negro Nº16;kg
161;71;0,4;ma;"clavos 2""";kg
161;209;1,6;mo;oficial;h
161;27;1,2;mo;ayudante;h
162;0;0;_;_;_
162;217;4,7;ma;Perfil chapa galv. Solera de 35 mm;u
162;15;0,2;ma;alambre galvaniz. fino;kg
162;255;1,05;ma;poliestireno expandido 20 mm;m2
162;209;0,6;mo;oficial;h
162;27;0,4;mo;ayudante;h
163;0;0;_;_;_
163;69;1;ma;cielorraso durlock 9,5 completo;m2
163;209;1,6;mo;oficial;h
163;27;1,6;mo;ayudante;h
164;0;0;_;_;_
164;217;5;ma;Perfil chapa galv. Solera de 35 mm;u
164;251;1,1;ma;placa spanacustic c/fibra vidrio 25 mm;m2
164;15;1,5;ma;alambre galvaniz. fino;kg
96;181;2,5;ma;"madera 1"" pino nacional";m2
96;263;0,6;ma;ripio lavado 1:3;m3
96;25;0,7;ma;arena gruesa;m3
96;71;1,5;ma;"clavos 2""";kg
96;307;5;ma;"tirante pino 3""x3"" s/cepillar";m
96;16;1,6;ma;alambre negro Nº16;kg
96;209;28;mo;oficial;h
96;27;28;mo;ayudante;h
97;0;0;_;_;_
97;149;95;ma;hierro torsionado;kg
97;57;5;ma;cemento Portland x 50kg;bolsas
97;181;2;ma;"madera 1"" pino nacional";m2
97;263;0,6;ma;ripio lavado 1:3;m3
97;25;0,7;ma;arena gruesa;m3
97;71;2;ma;"clavos 2""";kg
97;307;4;ma;"tirante pino 3""x3"" s/cepillar";m
97;16;2;ma;alambre negro Nº16;kg
97;209;23;mo;oficial;h
97;27;21;mo;ayudante;h
98;0;0;_;_;_
98;57;0,25;ma;cemento Portland x 50kg;bolsas
98;263;0,03;ma;ripio lavado 1:3;m3
98;25;0,03;ma;arena gruesa;m3
98;209;0,2;mo;oficial;h
98;27;0,4;mo;ayudante;h
99;0;0;_;_;_
99;149;35;ma;hierro torsionado;kg
99;57;6;ma;cemento Portland x 50kg;bolsas
99;263;0,6;ma;ripio lavado 1:3;m3
99;25;0,7;ma;arena gruesa;m3
99;16;0,25;ma;alambre negro Nº16;kg
99;209;28;mo;oficial;h
99;27;28;mo;ayudante;h
100;0;0;_;_;_
100;149;90;ma;hierro torsionado;kg
100;57;6;ma;cemento Portland x 50kg;bolsas
100;263;0,6;ma;ripio lavado 1:3;m3
100;16;0,8;ma;alambre negro Nº16;kg
100;25;0,7;ma;arena gruesa;m3
100;71;0,8;ma;"clavos 2""";kg
100;222;0,8;ma;"pino 1"" s/cepillar";m2
100;209;16;mo;oficial;h
100;27;20;mo;ayudante;h
101;0;0;_;_;_
101;149;80;ma;hierro torsionado;kg
101;57;6;ma;cemento Portland x 50kg;bolsas
101;263;0,6;ma;ripio lavado 1:3;m3
101;16;2;ma;alambre negro Nº16;kg
101;25;0,7;ma;arena gruesa;m3
101;71;2;ma;"clavos 2""";kg
101;222;2;ma;"pino 1"" s/cepillar";m2
101;307;2;ma;"tirante pino 3""x3"" s/cepillar";m
101;209;25;mo;oficial;h
102;0;0;_;_;_
102;149;125;ma;hierro torsionado;kg
102;57;6;ma;cemento Portland x 50kg;bolsas
102;263;0,6;ma;ripio lavado 1:3;m3
102;25;0,7;ma;arena gruesa;m3
102;16;1,5;ma;alambre negro Nº16;kg
102;71;1;ma;"clavos 2""";kg
102;222;0,8;ma;"pino 1"" s/cepillar";m2
102;209;20;mo;oficial;h
102;27;15;mo;ayudante;h
103;0;0;_;_;_
103;149;95;ma;hierro torsionado;kg
103;57;6;ma;cemento Portland x 50kg;bolsas
103;263;0,6;ma;ripio lavado 1:3;m3
103;25;0,7;ma;arena gruesa;m3
103;16;1;ma;alambre negro Nº16;kg
103;71;1;ma;"clavos 2""";kg
103;222;1;ma;"pino 1"" s/cepillar";m2
103;209;18;mo;oficial;h
103;27;15;mo;ayudante;h
104;0;0;_;_;_
104;209;1;mo;oficial;h
105;0;0;_;_;_
105;57;0,44;ma;cemento Portland x 50kg;bolsas
105;24;0,01;ma;arena gruesa lavada;m3
105;139;0,15;ma;hidrófugo x litro;lts
105;209;0,9;mo;oficial;h
105;27;0,4;mo;ayudante;h
106;0;0;_;_;_
106;46;0,12;ma;cal hidratada en bolsa;bolsas
106;57;0,04;ma;cemento Portland x 50kg;bolsas
106;24;0,02;ma;arena gruesa lavada;m3
106;209;1;mo;oficial;h
106;27;0,5;mo;ayudante;h
107;0;0;_;_;_
107;265;4,5;ma;salpicado plástico blanco tipo Igam;kg
107;209;0,2;mo;oficial;h
107;27;0,15;mo;ayudante;h
108;0;0;_;_;_
108;161;0,03;ma;ladrillo común;u
108;57;0,1;ma;cemento Portland x 50kg;bolsas
108;25;0,02;ma;arena gruesa;m3
108;46;0,16;ma;cal hidratada en bolsa;bolsas
108;209;1,3;mo;oficial;h
108;27;1;mo;ayudante;h
109;0;0;_;_;_
109;173;1,2;ma;laja irregular;m2
109;57;0,16;ma;cemento Portland x 50kg;bolsas
109;25;0,03;ma;arena gruesa;m3
109;46;0,08;ma;cal hidratada en bolsa;bolsas
109;209;1,6;mo;oficial;h
109;27;1,6;mo;ayudante;h
110;0;0;_;_;_
110;27;0,25;mo;ayudante;h
110;77;0,05;ma;contenedor;u
111;0;0;_;_;_
111;209;8;mo;oficial;h
111;27;16;mo;ayudante;h
111;208;8;ma;motoniveladora;h
111;47;20;ma;camión volcador;h
111;210;8;ma;pala cargadora;h
112;0;0;_;_;_
112;209;20;mo;oficial;h
113;0;0;_;_;_
113;46;0,076;ma;cal hidratada en bolsa;bolsas
113;57;0,039;ma;cemento Portland x 50kg;bolsas
113;41;13;ma;bloque de H° de 10 x 20 x 40;u
113;209;1,5;mo;oficial;h
113;27;1,4;mo;ayudante;h
114;0;0;_;_;_
114;46;0,06;ma;cal hidratada en bolsa;bolsas
114;57;0,066;ma;cemento Portland x 50kg;bolsas
114;42;13;ma;bloque de H° de 20 x 20 x 40;u
114;25;0,015;ma;arena gruesa;m3
114;209;1,6;mo;oficial;h
114;27;1,5;mo;ayudante;h
115;0;0;_;_;_
115;46;0,1;ma;cal hidratada en bolsa;bolsas
115;57;0,013;ma;cemento Portland x 50kg;bolsas
115;209;1,9;mo;oficial;h
116;190;15,5;ma;mampost. de ladrillo cerámico 8x18x33;u
115;27;1,5;mo;ayudante;h
115;24;0,012;ma;arena gruesa lavada;m3
198;507;0,099;ma;cemento de albañilería x 40kg;bolsas
116;0;0;_;_;_
116;46;0,1;ma;cal hidratada en bolsa;bolsas
116;57;0,052;ma;cemento Portland x 50kg;bolsas
116;209;0,95;mo;oficial;h
116;27;0,7;mo;ayudante;h
117;0;0;_;_;_
117;46;0,12;ma;cal hidratada en bolsa;bolsas
117;57;0,016;ma;cemento Portland x 50kg;bolsas
117;209;2;mo;oficial;h
117;27;1,7;mo;ayudante;h
118;0;0;_;_;_
118;46;1,4;ma;cal hidratada en bolsa;bolsas
118;57;0,4;ma;cemento Portland x 50kg;bolsas
118;161;0,4;ma;ladrillo común;u
118;25;0,35;ma;arena gruesa;m3
118;209;6,1;mo;oficial;h
118;27;7,1;mo;ayudante;h
115;189;13;ma;mampost. de ladrillo cerámico portante 12x19x33;u
130;27;0,6;mo;ayudante;h
119;0;0;_;_;_
116;24;0,012;ma;arena gruesa lavada;m3
113;24;0,013;ma;arena gruesa lavada;m3
119;46;0,12;ma;cal hidratada en bolsa;bolsas
119;57;0,04;ma;cemento Portland x 50kg;bolsas
119;161;30;ma;ladrillo común;u
119;25;0,01;ma;arena gruesa;m3
119;209;0,85;mo;oficial;h
119;27;0,6;mo;ayudante;h
120;0;0;_;_;_
120;46;0,27;ma;cal hidratada en bolsa;bolsas
120;57;0,07;ma;cemento Portland x 50kg;bolsas
120;162;0,25;ma;ladrillo común 0,20;u
120;25;0,05;ma;arena gruesa;m3
120;209;1,2;mo;oficial;h
120;27;1;mo;ayudante;h
121;0;0;_;_;_
121;46;0,16;ma;cal hidratada en bolsa;bolsas
121;57;0,09;ma;cemento Portland x 50kg;bolsas
121;171;17,5;ma;ladrillo hueco 9T 18x19x30;u
121;25;0,04;ma;arena gruesa;m3
121;209;1,3;mo;oficial;h
121;27;0,7;mo;ayudante;h
122;0;0;_;_;_
122;46;1,52;ma;cal hidratada en bolsa;bolsas
122;57;0,12;ma;cemento Portland x 50kg;bolsas
122;5;125;ma;adobe 10x20x40;kg
122;25;0,23;ma;arena gruesa;m3
122;209;4,5;mo;oficial;h
122;27;6;mo;ayudante;h
123;0;0;_;_;_
123;161;0,4;ma;ladrillo común;u
123;24;0,35;ma;arena gruesa lavada;m3
123;57;0,7;ma;cemento Portland x 50kg;bolsas
123;46;1,2;ma;cal hidratada en bolsa;bolsas
123;209;7;mo;oficial;h
123;27;8;mo;ayudante;h
124;0;0;_;_;_
124;46;1,84;ma;cal hidratada en bolsa;bolsas
124;57;0,6;ma;cemento Portland x 50kg;bolsas
124;219;1,15;ma;piedra bola;m3
124;25;0,33;ma;arena gruesa;m3
124;209;7,5;mo;oficial;h
124;27;16;mo;ayudante;h
125;0;0;_;_;_
125;175;0,3;ma;latex p/canchas y piletas;lts
125;235;0,1;ma;pintura de imprimación;lts
125;213;0,25;ma;papel lija mediana;u
125;98;0,03;ma;entonador (pomo 120 cm3);u
125;209;1;mo;oficial;h
125;27;0,5;mo;ayudante;h
126;0;0;_;_;_
126;315;0,6;ma;Triturados 20-30;m3
126;57;0,16;ma;cemento Portland x 50kg;bolsas
126;25;0,03;ma;arena gruesa;m3
126;46;0,08;ma;cal hidratada en bolsa;bolsas
126;209;3,3;mo;oficial;h
126;27;2,4;mo;ayudante;h
127;0;0;_;_;_
127;117;0,02;ma;fijador al agua;lts
127;355;0,06;ma;yeso blanco;kg
127;213;0,25;ma;papel lija mediana;u
127;223;0,07;ma;pintura al agua bolsa 4 kg;u
127;209;0,4;mo;oficial;h
127;27;0,25;mo;ayudante;h
128;0;0;_;_;_
128;117;0,02;ma;fijador al agua;lts
128;355;0,06;ma;yeso blanco;kg
128;213;0,25;ma;papel lija mediana;u
128;223;0,06;ma;pintura al agua bolsa 4 kg;u
128;209;0,35;mo;oficial;h
128;27;0,15;mo;ayudante;h
129;0;0;_;_;_
129;117;0,02;ma;fijador al agua;lts
129;355;0,06;ma;yeso blanco;kg
129;213;0,2;ma;papel lija mediana;u
129;223;0,06;ma;pintura al agua bolsa 4 kg;u
129;209;0,25;mo;oficial;h
129;27;0,15;mo;ayudante;h
130;0;0;_;_;_
130;117;0,02;ma;fijador al agua;lts
130;213;0,25;ma;papel lija mediana;u
130;235;0,13;ma;pintura de imprimación;lts
130;209;0,6;mo;oficial;h
131;0;0;_;_;_
131;228;0,2;ma;pintura al latex - lata 20 lts. Para exteriores;lts
131;117;0,02;ma;fijador al agua;lts
131;235;0,13;ma;pintura de imprimación;lts
130;227;0,01;ma;pintura al latex - lata 20 lts, para interiores;lts
131;213;0,25;ma;papel lija mediana;u
131;98;0,03;ma;entonador (pomo 120 cm3);u
131;209;0,6;mo;oficial;h
131;27;0,4;mo;ayudante;h
132;0;0;_;_;_
132;227;0,2;ma;pintura al latex - lata 20 lts, para interiores;lts
132;117;0,02;ma;fijador al agua;lts
132;235;0,13;ma;pintura de imprimación;lts
132;213;0,25;ma;papel lija mediana;u
132;98;0,03;ma;entonador (pomo 120 cm3);u
132;209;0,6;mo;oficial;h
132;27;0,3;mo;ayudante;h
133;0;0;_;_;_
133;46;0,16;ma;cal hidratada en bolsa;bolsas
133;57;0,16;ma;cemento Portland x 50kg;bolsas
133;25;0,03;ma;arena gruesa;m3
133;26;0,2;ma;asfalto plástico p/juntas de pavimento;kg
133;34;1,05;ma;baldosa roja 20x20 tipo azotea;m2
133;209;1,3;mo;oficial;h
133;27;1,2;mo;ayudante;h
134;0;0;_;_;_
134;4;3,5;ma;adhesivo p/piso cerámico;kg
134;216;0,1;ma;pastina p/ceramicos color;kg
134;59;1,05;ma;cerámico esmaltado;m2
134;209;2,3;mo;oficial;h
134;27;1,1;mo;ayudante;h
135;0;0;_;_;_
135;4;3;ma;adhesivo p/piso cerámico;kg
135;116;0,2;ma;ferrite rojo;kg
135;33;1,05;ma;baldosa cerámica roja 8 x 16;m2
135;209;1,7;mo;oficial;h
135;27;0,85;mo;ayudante;h
136;0;0;_;_;_
136;46;0,2;ma;cal hidratada en bolsa;bolsas
136;57;0,16;ma;cemento Portland x 50kg;bolsas
136;25;0,03;ma;arena gruesa;m3
136;35;1,05;ma;baldosones de granza lavada 50 x 50 cm;m2
136;209;1,1;mo;oficial;h
136;27;0,9;mo;ayudante;h
137;0;0;_;_;_
137;57;0,3;ma;cemento Portland x 50kg;bolsas
137;24;0,02;ma;arena gruesa lavada;m3
137;209;1;mo;oficial;h
137;27;0,4;mo;ayudante;h
138;0;0;_;_;_
138;46;0,24;ma;cal hidratada en bolsa;bolsas
138;57;0,1;ma;cemento Portland x 50kg;bolsas
138;25;0,02;ma;arena gruesa;m3
138;26;0,2;ma;asfalto plástico p/juntas de pavimento;kg
138;161;0,02;ma;ladrillo común;u
138;209;1,3;mo;oficial;h
138;27;0,8;mo;ayudante;h
139;0;0;_;_;_
139;46;0,2;ma;cal hidratada en bolsa;bolsas
139;57;0,24;ma;cemento Portland x 50kg;bolsas
139;25;0,02;ma;arena gruesa;m3
139;173;1,2;ma;laja irregular;m2
139;209;1,5;mo;oficial;h
139;27;0,8;mo;ayudante;h
140;0;0;_;_;_
140;3;0,25;ma;adhesivo p/parquet;lts
140;58;0,05;ma;cera en pasta;Kg
140;215;1,05;ma;parquet incienso comercial;m2
140;209;1,5;mo;oficial;h
140;27;0,75;mo;ayudante;h
141;0;0;_;_;_
141;46;0,12;ma;cal hidratada en bolsa;bolsas
141;57;0,08;ma;cemento Portland x 50kg;bolsas
141;25;0,03;ma;arena gruesa;m3
141;205;1,05;ma;mosaico calcareo amarillo o rojo;m2
141;209;1,2;mo;oficial;h
141;27;0,85;mo;ayudante;h
142;0;0;_;_;_
142;46;0,12;ma;cal hidratada en bolsa;bolsas
142;57;0,09;ma;cemento Portland x 50kg;bolsas
142;25;0,03;ma;arena gruesa;m3
142;206;1,05;ma;mosaico calcareo gris;m2
142;209;1,15;mo;oficial;h
142;27;0,85;mo;ayudante;h
143;0;0;_;_;_
143;46;0,12;ma;cal hidratada en bolsa;bolsas
143;57;0,1;ma;cemento Portland x 50kg;bolsas
143;25;0,03;ma;arena gruesa;m3
143;207;1,05;ma;mosaico granitico 30x30;m2
143;209;1,3;mo;oficial;h
143;27;0,85;mo;ayudante;h
144;0;0;_;_;_
144;140;4;ma;hierro liso herrero;kg
144;253;1,1;ma;policarbonato 4mm;m2
144;267;20;ma;silicona p/vidrios;cm3
144;92;0,5;ma;electrodos 2,5 mm;kg
144;209;1,6;mo;oficial;h
144;27;1;mo;ayudante;h
145;0;0;_;_;_
145;257;1;ma;puerta dos hojas marco 1.10 x 2.05 m;u
145;138;1,5;ma;herrajes completos;u
145;209;2,5;mo;oficial;h
145;27;2,5;mo;ayudante;h
146;0;0;_;_;_
146;138;1;ma;herrajes completos;u
146;209;2;mo;oficial;h
146;27;2;mo;ayudante;h
147;0;0;_;_;_
147;260;1;ma;puerta una hoja 1.00  x 2.05 m;u
179;46;0,06;ma;cal hidratada en bolsa;bolsas
179;57;0,18;ma;cemento Portland x 50kg;bolsas
146;377;1;ma;puerta una hoja placa 0.80 x 2.05  m;u
179;24;0,02;ma;arena gruesa lavada;m3
179;122;1;ma;granito reconst. 4 cm. esp.;m2
179;209;2,5;mo;oficial;h
179;27;0,5;mo;ayudante;h
180;0;0;_;_;_
180;184;1;ma;"madera dura 2""";m2
180;24;0,02;ma;arena gruesa lavada;m3
180;57;0,12;ma;cemento Portland x 50kg;bolsas
180;305;12;ma;"tirafondo 6,5 mm x 3""";u
180;209;5;mo;oficial;h
180;27;5;mo;ayudante;h
181;0;0;_;_;_
181;320;1;ma;ventana dos hojas marco met o mad.;u
181;138;1;ma;herrajes completos;u
181;209;2;mo;oficial;h
181;27;2;mo;ayudante;h
182;0;0;_;_;_
182;57;0,5;ma;cemento Portland x 50kg;bolsas
182;264;0,13;ma;ripio;m3
182;209;1,4;mo;oficial;h
182;27;1;mo;ayudante;h
183;0;0;_;_;_
183;323;1,05;ma;vidrio armado;m2
183;199;0,5;ma;masilla;kg
183;209;0,6;mo;oficial;h
184;0;0;_;_;_
184;324;1,05;ma;vidrio doble transparente;m2
184;199;0,4;ma;masilla;kg
184;209;0,5;mo;oficial;h
185;0;0;_;_;_
185;326;1,05;ma;vidrio triple transparente;m2
185;199;0,4;ma;masilla;kg
185;209;0,5;mo;oficial;h
186;0;0;_;_;_
186;325;1,05;ma;vidrio transparente 6 mm;m2
186;199;0,4;ma;masilla;kg
186;209;0,5;mo;oficial;h
187;0;0;_;_;_
187;140;7;ma;hierro liso herrero;kg
187;92;1;ma;electrodos 2,5 mm;kg
187;20;0,06;ma;antióxido al cromato;lts
187;209;0,6;mo;oficial;h
187;27;0,6;mo;ayudante;h
188;0;0;_;_;_
188;46;0,01;ma;cal hidratada en bolsa;bolsas
188;57;0,01;ma;cemento Portland x 50kg;bolsas
188;24;0,005;ma;arena gruesa lavada;m3
188;34;0,1;ma;baldosa roja 20x20 tipo azotea;m2
188;209;0,5;mo;oficial;h
188;27;0,2;mo;ayudante;h
189;0;0;_;_;_
189;46;0,01;ma;cal hidratada en bolsa;bolsas
189;57;0,008;ma;cemento Portland x 50kg;bolsas
189;24;0,003;ma;arena gruesa lavada;m3
189;357;1;ma;zocalo calcareo amarillo o rojo;ml
189;209;0,25;mo;oficial;h
189;27;0,1;mo;ayudante;h
190;0;0;_;_;_
190;4;0,35;ma;adhesivo p/piso cerámico;kg
190;216;0,001;ma;pastina p/ceramicos color;kg
190;59;0,105;ma;cerámico esmaltado;m2
190;209;0,2;mo;oficial;h
190;27;0,075;mo;ayudante;h
191;0;0;_;_;_
164;209;1;mo;oficial;h
164;27;0,4;mo;ayudante;h
165;0;0;_;_;_
165;286;1;ma;tabique exterior durlock completo;m2
165;209;2;mo;oficial;h
165;27;1;mo;ayudante;h
166;0;0;_;_;_
166;288;1;ma;tabique sanitario durlock 12,5 x 10 cm completo;m2
166;209;2;mo;oficial;h
166;27;1;mo;ayudante;h
167;0;0;_;_;_
167;285;1;ma;tabique durlock 12,5 x 10 cm completo;m2
167;209;2;mo;oficial;h
168;0;0;_;_;_
168;209;4;mo;oficial;h
168;27;4;mo;ayudante;h
169;0;0;_;_;_
169;57;0,1;ma;cemento Portland x 50kg;bolsas
169;46;0,24;ma;cal hidratada en bolsa;bolsas
169;55;0,02;ma;cascotes de ladrillos;m3
169;25;0,01;ma;arena gruesa;m3
169;293;25;ma;teja colonial chica (25/m2);u
169;209;1,6;mo;oficial;h
169;27;2;mo;ayudante;h
168;179;2;ma;"listones de pino 1/2"" x 2""";ml
170;0;0;_;_;_
170;16;0,15;ma;alambre negro Nº16;kg
170;71;0,3;ma;"clavos 2""";kg
170;185;1,15;ma;"madera machimbrada pino 3/4""";m2
167;27;1;mo;ayudante;h
170;308;2;ma;"tirante pino 3x6""";m
170;293;25;ma;teja colonial chica (25/m2);u
170;180;2;ma;"listones pino 1x2""";ml
170;179;1,8;ma;"listones de pino 1/2"" x 2""";ml
170;74;0,25;ma;"clavos P.P. 2 1/2""";kg
170;209;2;mo;oficial;h
170;27;2,1;mo;ayudante;h
171;0;0;_;_;_
171;57;0,04;ma;cemento Portland x 50kg;bolsas
171;24;0,03;ma;arena gruesa lavada;m3
171;46;0,1;ma;cal hidratada en bolsa;bolsas
171;71;0,2;ma;"clavos 2""";kg
171;300;15;ma;tejuela hueca 2,5x17x40;u
171;308;2;ma;"tirante pino 3x6""";m
171;293;25;ma;teja colonial chica (25/m2);u
171;180;5;ma;"listones pino 1x2""";ml
171;209;2,3;mo;oficial;h
171;27;2,3;mo;ayudante;h
172;0;0;_;_;_
172;57;0,08;ma;cemento Portland x 50kg;bolsas
172;46;0,2;ma;cal hidratada en bolsa;bolsas
172;25;0,07;ma;arena gruesa;m3
172;297;15;ma;teja francesa;u
172;209;1,4;mo;oficial;h
172;27;1,8;mo;ayudante;h
173;0;0;_;_;_
173;71;0,15;ma;"clavos 2""";kg
173;185;1,15;ma;"madera machimbrada pino 3/4""";m2
173;297;15;ma;teja francesa;u
173;308;2;ma;"tirante pino 3x6""";m
173;74;0,15;ma;"clavos P.P. 2 1/2""";kg
173;180;5,35;ma;"listones pino 1x2""";ml
173;179;1,8;ma;"listones de pino 1/2"" x 2""";ml
173;15;0,08;ma;alambre galvaniz. fino;kg
173;209;2,2;mo;oficial;h
173;27;2,1;mo;ayudante;h
174;0;0;_;_;_
174;200;1,3;ma;material  de relleno;m3
174;27;1,9;mo;ayudante;h
175;0;0;_;_;_
175;27;2,15;mo;ayudante;h
176;0;0;_;_;_
176;57;0,05;ma;cemento Portland x 50kg;bolsas
176;24;0,003;ma;arena gruesa lavada;m3
176;139;0,15;ma;hidrófugo x litro;lts
176;209;0,7;mo;oficial;h
176;27;0,3;mo;ayudante;h
177;0;0;_;_;_
177;57;0,1;ma;cemento Portland x 50kg;bolsas
177;24;0,007;ma;arena gruesa lavada;m3
177;209;1;mo;oficial;h
177;27;0,5;mo;ayudante;h
178;0;0;_;_;_
178;57;0,08;ma;cemento Portland x 50kg;bolsas
178;24;0,006;ma;arena gruesa lavada;m3
178;209;1,2;mo;oficial;h
178;27;0,6;mo;ayudante;h
179;0;0;_;_;_
191;4;0,35;ma;adhesivo p/piso cerámico;kg
191;116;0,001;ma;ferrite rojo;kg
191;33;0,085;ma;baldosa cerámica roja 8 x 16;m2
191;209;0,4;mo;oficial;h
191;27;0,15;mo;ayudante;h
192;0;0;_;_;_
192;46;0,01;ma;cal hidratada en bolsa;bolsas
192;57;0,03;ma;cemento Portland x 50kg;bolsas
192;24;0,003;ma;arena gruesa lavada;m3
192;161;0,004;ma;ladrillo común;u
192;209;0,5;mo;oficial;h
192;27;0,2;mo;ayudante;h
193;0;0;_;_;_
193;57;0,008;ma;cemento Portland x 50kg;bolsas
193;46;0,01;ma;cal hidratada en bolsa;bolsas
193;24;0,005;ma;arena gruesa lavada;m3
193;361;1;ma;zócalo de H° 10 x 50;ml
193;209;1;mo;oficial;h
193;27;0,6;mo;ayudante;h
194;0;0;_;_;_
194;365;1,1;ma;zocalo de pino 7 cm;ml
194;314;2;ma;tornillos y tacos diam.8mm;u
194;209;0,25;mo;oficial;h
194;27;0,1;mo;ayudante;h
195;0;0;_;_;_
195;57;0,24;ma;cemento Portland x 50kg;bolsas
195;139;0,15;ma;hidrófugo x litro;lts
195;24;0,02;ma;arena gruesa lavada;m3
195;209;0,9;mo;oficial;h
195;27;0,5;mo;ayudante;h
196;0;0;_;_;_
196;57;0,06;ma;cemento Portland x 50kg;bolsas
196;139;0,15;ma;hidrófugo x litro;lts
196;24;0,06;ma;arena gruesa lavada;m3
196;209;0,35;mo;oficial;h
196;27;0,2;mo;ayudante;h
197;0;0;_;_;_
197;46;0,01;ma;cal hidratada en bolsa;bolsas
197;57;0,008;ma;cemento Portland x 50kg;bolsas
197;24;0,005;ma;arena gruesa lavada;m3
197;371;1;ma;zocalo granitico 10 x 30;ml
197;209;0,3;mo;oficial;h
197;27;0,1;mo;ayudante;h
198;0;0;_;_;_
199;0;0;_;_;_
199;185;1;ma;"madera machimbrada pino 3/4""";m2
199;10;1;ma;aislación térmica  (ISOLANT TBA 10 mm);ml
199;316;1;ma;tyvek 1 x 30m;ml
200;0;0;_;_;_
201;0;0;_;_;_
202;0;0;_;_;_
203;0;0;_;_;_
200;27;5;mo;ayudante;h
200;209;5,5;mo;oficial;h
200;13;1,3;ma;aislación térmica (lana de vidrio 50 mm);m2
201;27;5;mo;ayudante;h
201;209;5,5;mo;oficial;h
204;0;0;_;_;_
205;0;0;_;_;_
204;372;1;ma;masilla Durlock;kg
204;373;2;ma;cinta de papel Durlock;ml
204;374;15;ma;Tornillo T2 6x1 Punta mecha;u
207;237;0,1;ma;pintura Impregnante Protector De Madera x lts;lts
208;0;0;_;_;_
168;180;2;ma;"listones pino 1x2""";ml
201;13;1,3;ma;aislación térmica (lana de vidrio 50 mm);m2
204;375;1,05;ma;Placas Durlock 12.5 mm;m2
205;372;1;ma;masilla Durlock;kg
205;373;2;ma;cinta de papel Durlock;ml
205;374;15;ma;Tornillo T2 6x1 Punta mecha;u
205;375;1,05;ma;Placas Durlock 12.5 mm;m2
206;0;0;_;_;_
206;27;1,4;mo;ayudante;h
206;209;1,4;mo;oficial;h
206;185;1,1;ma;"madera machimbrada pino 3/4""";m2
207;0;0;_;_;_
207;266;1;ma;"siding de madera (INGLES 1""x5"")";m2
207;316;1;ma;tyvek 1 x 30m;ml
207;180;4;ma;"listones pino 1x2""";ml
207;311;18;ma;Tornillo T3 Punta Aguja  6 X 1 1/2 pulg;u
208;59;1,1;ma;cerámico esmaltado;m2
208;4;3,5;ma;adhesivo p/piso cerámico;kg
208;216;0,1;ma;pastina p/ceramicos color;kg
208;27;1,5;mo;ayudante;h
208;209;3;mo;oficial;h
209;0;0;_;_;_
209;209;3;mo;oficial;h
209;27;1,5;mo;ayudante;h
209;216;0,1;ma;pastina p/ceramicos color;kg
209;4;3,5;ma;adhesivo p/piso cerámico;kg
209;59;1,1;ma;cerámico esmaltado;m2
210;0;0;_;_;_
210;59;1,05;ma;cerámico esmaltado;m2
210;216;0,1;ma;pastina p/ceramicos color;kg
210;4;3,5;ma;adhesivo p/piso cerámico;kg
210;27;1,1;mo;ayudante;h
210;209;2,3;mo;oficial;h
211;0;0;_;_;_
212;0;0;_;_;_
212;138;1;ma;herrajes completos;u
212;258;1;ma;puerta un hoja placa 0.70 x 2.05  m;u
212;209;2;mo;oficial;h
212;27;2;mo;ayudante;h
211;138;1;ma;herrajes completos;u
